"from" "to" "factor" "value" "x.to" "y.to" "x.end" "y.end" "x.from" "y.from"
"888" "06SS3N990PI" "N0080982ir" 1 1 475260.122111784 5051916.98969115 0 0 481538.019876937 5034611.86450009
"889" "06SS3T047PI" "05SS3T046PI" 1 6 448682.286354538 4957276.45034409 0 0 458433.208210711 4965426.45306169
"890" "06SS3T047PI" "06SS1T481PI" 1 6 456221.413609349 4964529.11219484 0 0 458433.208210711 4965426.45306169
"891" "06SS3T047PI" "06SS1T496PI" 1 6 458794.990547367 4968830.73948337 0 0 458433.208210711 4965426.45306169
"892" "06SS3T047PI" "06SS5T806PI" 1 6 455060.00010588 4969978.04846315 0 0 458433.208210711 4965426.45306169
"893" "06SS3T047PI" "08SS1N227PI" 1 6 452995.272398519 4958249.00754074 0 0 458433.208210711 4965426.45306169
"894" "06SS3T047PI" "06SS5T807PI" 1 6 467904.1074947 4973688.94300231 0 0 458433.208210711 4965426.45306169
"895" "06SS3T244PI" "05SS2N243PI" 1 4 454004.629414869 4983181.47365554 0 0 467345.006972964 4988054.83299263
"896" "06SS3T244PI" "06SS2T012PI" 1 4 466941.864673841 4986485.40209878 0 0 467345.006972964 4988054.83299263
"897" "06SS3T244PI" "06SS2T686PI" 1 4 462203.746667465 4991939.78076637 0 0 467345.006972964 4988054.83299263
"898" "06SS3T244PI" "06SS5T387PI" 1 4 473178.106202472 4988820.59640302 0 0 467345.006972964 4988054.83299263
"899" "06SS3T816PI" "06SS2N985PI" 1 4 460300.653004943 5043869.25924724 0 0 473196.686927432 5033349.57036084
"900" "06SS3T816PI" "06SS2T815PI" 1 4 469039.303716644 5043325.15771511 0 0 473196.686927432 5033349.57036084
"901" "06SS3T816PI" "06SS3N980PI" 1 4 444040.042412993 5023808.33012846 0 0 473196.686927432 5033349.57036084
"902" "06SS3T816PI" "06SS3T973PI" 1 4 482292.565597719 5028073.73957348 0 0 473196.686927432 5033349.57036084
"903" "06SS3T973PI" "06SS3T816PI" 1 1 473196.686927432 5033349.57036084 0 0 482292.565597719 5028073.73957348
"904" "06SS4D382PI" "06SS1T378PI" 1 10 389618.600162609 4965432.72585326 0 0 393622.496915593 4969313.86445805
"905" "06SS4D382PI" "06SS2T034PI" 1 10 410842.734196147 4975974.64026371 0 0 393622.496915593 4969313.86445805
"906" "06SS4D382PI" "06SS2T813PI" 1 10 403588.810299949 4983305.76597454 0 0 393622.496915593 4969313.86445805
"907" "06SS4D382PI" "06SS2T307PI" 1 10 403826.509360742 4958379.10127503 0 0 393622.496915593 4969313.86445805
"908" "06SS4D382PI" "06SS2T621PI" 1 10 391793.117220778 4958819.78427144 0 0 393622.496915593 4969313.86445805
"909" "06SS4D382PI" "06SS3F364PI" 1 10 380759.539609627 4963291.08249403 0 0 393622.496915593 4969313.86445805
"910" "06SS4D382PI" "06SS3F381PI" 1 10 381130.301636869 4957314.7267662 0 0 393622.496915593 4969313.86445805
"911" "06SS4D382PI" "06SS3F923PI" 1 10 387391.941977687 4950893.68755179 0 0 393622.496915593 4969313.86445805
"912" "06SS4D382PI" "06SS4D383PI" 1 10 397166.75418504 4986371.03933758 0 0 393622.496915593 4969313.86445805
"913" "06SS4D382PI" "06SS4F292PI" 1 10 394295.735568337 4958158.34538422 0 0 393622.496915593 4969313.86445805
"914" "06SS4D383PI" "06SS1T436PI" 1 9 398449.734788715 4983095.24485992 0 0 397166.75418504 4986371.03933758
"915" "06SS4D383PI" "06SS2T034PI" 1 9 410842.734196147 4975974.64026371 0 0 397166.75418504 4986371.03933758
"916" "06SS4D383PI" "06SS2T813PI" 1 9 403588.810299949 4983305.76597454 0 0 397166.75418504 4986371.03933758
"917" "06SS4D383PI" "06SS3D117PI" 1 9 389889.789998739 4978999.62271911 0 0 397166.75418504 4986371.03933758
"918" "06SS4D383PI" "06SS3F705PI" 1 9 390210.367909357 4985368.24953504 0 0 397166.75418504 4986371.03933758
"919" "06SS4D383PI" "06SS3F974PI" 1 9 396732.952936118 4996527.45285768 0 0 397166.75418504 4986371.03933758
"920" "06SS4D383PI" "06SS4D382PI" 1 9 393622.496915593 4969313.86445805 0 0 397166.75418504 4986371.03933758
"921" "06SS4D383PI" "06SS4D999PI" 1 9 405446.736671653 4998287.56450512 0 0 397166.75418504 4986371.03933758
"922" "06SS4D383PI" "06SS4F173PI" 1 9 388160.964589229 4993894.85497545 0 0 397166.75418504 4986371.03933758
"923" "06SS4D384PI" "06GH4F168PI" 1 9 420374.992865369 5012367.98786616 0 0 418833.713744402 5003170.2077625
"924" "06SS4D384PI" "05SS1N458PI" 1 9 422490.525913817 4999720.1521613 0 0 418833.713744402 5003170.2077625
"925" "06SS4D384PI" "05SS2N279PI" 1 9 417231.453849888 4999628.06212319 0 0 418833.713744402 5003170.2077625
"926" "06SS4D384PI" "06SS3D295PI" 1 9 402612.582987316 5009554.04625563 0 0 418833.713744402 5003170.2077625
"927" "06SS4D384PI" "06SS3N980PI" 1 9 444040.042412993 5023808.33012846 0 0 418833.713744402 5003170.2077625
"928" "06SS4D384PI" "06SS4D999PI" 1 9 405446.736671653 4998287.56450512 0 0 418833.713744402 5003170.2077625
"929" "06SS4D384PI" "06SS4F349PI" 1 9 408117.167506263 5008083.02733754 0 0 418833.713744402 5003170.2077625
"930" "06SS4D384PI" "06SS4T385PI" 1 9 437530.675119795 5002222.53289109 0 0 418833.713744402 5003170.2077625
"931" "06SS4D384PI" "05SS1N569PI" 1 9 420258.412751151 5001359.79911492 0 0 418833.713744402 5003170.2077625
"932" "06SS4D724PI" "06SS2T298PI" 1 6 454126.74093855 5007117.64752322 0 0 461659.581342719 5011572.06048513
"933" "06SS4D724PI" "06SS2T976PI" 1 6 457405.133640172 5011118.38117316 0 0 461659.581342719 5011572.06048513
"934" "06SS4D724PI" "06SS3D108PI" 1 6 444750.663496114 5032743.9074983 0 0 461659.581342719 5011572.06048513
"935" "06SS4D724PI" "06SS3F723PI" 1 6 452988.019574473 5031729.10158694 0 0 461659.581342719 5011572.06048513
"936" "06SS4D724PI" "06SS3N981PI" 1 6 429110.094468067 5022276.54234294 0 0 461659.581342719 5011572.06048513
"937" "06SS4D724PI" "06SS4T386PI" 1 6 457609.803174301 4999302.51487383 0 0 461659.581342719 5011572.06048513
"938" "06SS4D999PI" "05SS1N429PI" 1 9 410237.388129026 4998854.82305989 0 0 405446.736671653 4998287.56450512
"939" "06SS4D999PI" "05SS1N586PI" 1 9 404379.101881002 4994278.48832262 0 0 405446.736671653 4998287.56450512
"940" "06SS4D999PI" "05SS1N609PI" 1 9 406916.921833234 4996407.57574612 0 0 405446.736671653 4998287.56450512
"941" "06SS4D999PI" "05SS2N582PI" 1 9 411135.12249837 4996627.32699996 0 0 405446.736671653 4998287.56450512
"942" "06SS4D999PI" "06SS2N992PI" 1 9 407406.363584404 5001018.22780682 0 0 405446.736671653 4998287.56450512
"943" "06SS4D999PI" "06SS3D295PI" 1 9 402612.582987316 5009554.04625563 0 0 405446.736671653 4998287.56450512
"944" "06SS4D999PI" "06SS3F974PI" 1 9 396732.952936118 4996527.45285768 0 0 405446.736671653 4998287.56450512
"945" "06SS4D999PI" "06SS4D383PI" 1 9 397166.75418504 4986371.03933758 0 0 405446.736671653 4998287.56450512
"946" "06SS4D999PI" "06SS4D384PI" 1 9 418833.713744402 5003170.2077625 0 0 405446.736671653 4998287.56450512
"947" "06SS4F173PI" "04SS3N172PI" 1 3 368384.09495004 4996163.65545596 0 0 388160.964589229 4993894.85497545
"948" "06SS4F173PI" "04SS2N781PI" 1 3 373065.128197379 4999737.97817214 0 0 388160.964589229 4993894.85497545
"949" "06SS4F173PI" "06SS4D383PI" 1 3 397166.75418504 4986371.03933758 0 0 388160.964589229 4993894.85497545
"950" "06SS4F292PI" "06SS3F241PI" 1 3 393102.067155612 4941336.52441896 0 0 394295.735568337 4958158.34538422
"951" "06SS4F292PI" "06SS3F291PI" 1 3 391629.927174129 4942536.73717526 0 0 394295.735568337 4958158.34538422
"952" "06SS4F292PI" "06SS4D382PI" 1 3 393622.496915593 4969313.86445805 0 0 394295.735568337 4958158.34538422
"953" "06SS4F349PI" "06SS2T779PI" 1 3 403488.088333672 5020888.68353106 0 0 408117.167506263 5008083.02733754
"954" "06SS4F349PI" "06SS3F348PI" 1 3 399500.795936864 5021908.56376987 0 0 408117.167506263 5008083.02733754
"955" "06SS4F349PI" "06SS4D384PI" 1 3 418833.713744402 5003170.2077625 0 0 408117.167506263 5008083.02733754
"956" "06SS4F714PI" "06SS1T201PI" 1 6 492431.817705417 4985658.29348434 0 0 490789.80289467 4985011.28019847
"957" "06SS4F714PI" "06SS1T524PI" 1 6 491724.948486396 4979080.52532762 0 0 490789.80289467 4985011.28019847
"958" "06SS4F714PI" "06SS2D255PI" 1 6 492250.003299529 4974741.61353818 0 0 490789.80289467 4985011.28019847
"959" "06SS4F714PI" "06SS2T679PI" 1 6 486763.110903441 4984237.6437468 0 0 490789.80289467 4985011.28019847
"960" "06SS4F714PI" "06SS3F713PI" 1 6 488336.687423051 4971880.87422061 0 0 490789.80289467 4985011.28019847
"961" "06SS4F714PI" "06SS5T388PI" 1 6 487580.776064807 4987557.45378708 0 0 490789.80289467 4985011.28019847
"962" "06SS4F757PI" "04SS3N226PI" 1 6 382556.361949603 4912552.80585798 0 0 398536.207269008 4932356.83793112
"963" "06SS4F757PI" "04SS3N756PI" 1 6 379902.692479386 4913445.9103748 0 0 398536.207269008 4932356.83793112
"964" "06SS4F757PI" "06SS2T229PI" 1 6 406217.269708545 4939530.41226346 0 0 398536.207269008 4932356.83793112
"965" "06SS4F757PI" "06SS1T924PI" 1 6 401312.880665225 4932405.73642431 0 0 398536.207269008 4932356.83793112
"966" "06SS4F757PI" "06SS4F802PI" 1 6 412936.893288412 4928800.7428567 0 0 398536.207269008 4932356.83793112
"967" "06SS4F757PI" "05SS4N803PI" 1 6 420514.765565343 4950352.3646568 0 0 398536.207269008 4932356.83793112
"968" "06SS4F802PI" "04SS3N148PI" 1 13 415248.112157469 4915863.1851082 0 0 412936.893288412 4928800.7428567
"969" "06SS4F802PI" "06SS1T471PI" 1 13 410914.353850191 4930450.89634914 0 0 412936.893288412 4928800.7428567
"970" "06SS4F802PI" "06SS1T952PI" 1 13 411435.551492667 4919043.42011338 0 0 412936.893288412 4928800.7428567
"971" "06SS4F802PI" "06SS3F180PI" 1 13 408593.240844825 4918308.27740256 0 0 412936.893288412 4928800.7428567
"972" "06SS4F802PI" "06SS2T319PI" 1 13 406420.609426415 4930603.08109616 0 0 412936.893288412 4928800.7428567
"973" "06SS4F802PI" "06SS2T417PI" 1 13 409330.06564946 4925346.76062808 0 0 412936.893288412 4928800.7428567
"974" "06SS4F802PI" "06SS2T468PI" 1 13 408486.874314234 4930750.52691256 0 0 412936.893288412 4928800.7428567
"975" "06SS4F802PI" "06SS3F370PI" 1 13 405176.597768049 4921808.13198931 0 0 412936.893288412 4928800.7428567
"976" "06SS4F802PI" "08SS2N027PI" 1 13 419529.086219184 4922383.01350238 0 0 412936.893288412 4928800.7428567
"977" "06SS4F802PI" "06SS4F757PI" 1 13 398536.207269008 4932356.83793112 0 0 412936.893288412 4928800.7428567
"978" "06SS4F802PI" "08SS2N495PI" 1 13 417407.526554666 4931677.48734767 0 0 412936.893288412 4928800.7428567
"979" "06SS4F802PI" "09SS3N801PI" 1 13 422664.717090784 4913200.19778549 0 0 412936.893288412 4928800.7428567
"980" "06SS4F802PI" "05SS4N803PI" 1 13 420514.765565343 4950352.3646568 0 0 412936.893288412 4928800.7428567
"981" "06SS4T067PI" "06SS1T475PI" 1 11 465956.660179187 4955959.30272087 0 0 464928.091242629 4960805.56868919
"982" "06SS4T067PI" "06SS2T231PI" 1 11 460987.271578721 4962270.65525563 0 0 464928.091242629 4960805.56868919
"983" "06SS4T067PI" "06SS1T555PI" 1 11 467272.461478768 4961804.73492018 0 0 464928.091242629 4960805.56868919
"984" "06SS4T067PI" "06SS2F738PI" 1 11 468226.154254832 4955398.94175585 0 0 464928.091242629 4960805.56868919
"985" "06SS4T067PI" "06SS3F344PI" 1 11 472742.782341428 4956444.85351484 0 0 464928.091242629 4960805.56868919
"986" "06SS4T067PI" "06SS2T532PI" 1 11 458347.633273777 4957193.64972359 0 0 464928.091242629 4960805.56868919
"987" "06SS4T067PI" "06SS2T620PI" 1 11 469318.938465841 4964817.55629288 0 0 464928.091242629 4960805.56868919
"988" "06SS4T067PI" "08SS1N931PI" 1 11 461450.553339443 4957870.66991802 0 0 464928.091242629 4960805.56868919
"989" "06SS4T067PI" "06SS4T068PI" 1 11 472068.025428018 4972116.86231104 0 0 464928.091242629 4960805.56868919
"990" "06SS4T067PI" "10SS2N079PI" 1 11 465819.531681656 4949273.06481536 0 0 464928.091242629 4960805.56868919
"991" "06SS4T067PI" "08SS4N066PI" 1 11 457467.940003804 4946811.05830269 0 0 464928.091242629 4960805.56868919
"992" "06SS4T068PI" "06SS3F344PI" 1 4 472742.782341428 4956444.85351484 0 0 472068.025428018 4972116.86231104
"993" "06SS4T068PI" "06SS5T808PI" 1 4 478201.381707396 4980148.85305102 0 0 472068.025428018 4972116.86231104
"994" "06SS4T068PI" "06SS4T067PI" 1 4 464928.091242629 4960805.56868919 0 0 472068.025428018 4972116.86231104
"995" "06SS4T068PI" "06SS5T807PI" 1 4 467904.1074947 4973688.94300231 0 0 472068.025428018 4972116.86231104
"996" "06SS4T385PI" "05SS3N751PI" 1 6 446033.642609866 4996729.18078504 0 0 437530.675119795 5002222.53289109
"997" "06SS4T385PI" "06GH4F168PI" 1 6 420374.992865369 5012367.98786616 0 0 437530.675119795 5002222.53289109
"998" "06SS4T385PI" "05SS2N451PI" 1 6 425736.437482814 5000153.9302406 0 0 437530.675119795 5002222.53289109
"999" "06SS4T385PI" "05SS2N490PI" 1 6 433801.201392924 4998784.64042009 0 0 437530.675119795 5002222.53289109
"1000" "06SS4T385PI" "06SS4D384PI" 1 6 418833.713744402 5003170.2077625 0 0 437530.675119795 5002222.53289109
"1001" "06SS4T385PI" "06SS4T386PI" 1 6 457609.803174301 4999302.51487383 0 0 437530.675119795 5002222.53289109
"1002" "06SS4T386PI" "05SS3N751PI" 1 5 446033.642609866 4996729.18078504 0 0 457609.803174301 4999302.51487383
"1003" "06SS4T386PI" "06SS1T269PI" 1 5 458512.469861667 5000145.37536412 0 0 457609.803174301 4999302.51487383
"1004" "06SS4T386PI" "06SS4D724PI" 1 5 461659.581342719 5011572.06048513 0 0 457609.803174301 4999302.51487383
"1005" "06SS4T386PI" "06SS4T385PI" 1 5 437530.675119795 5002222.53289109 0 0 457609.803174301 4999302.51487383
"1006" "06SS4T386PI" "06SS2N994PI" 1 5 459921.116602547 4992584.60263464 0 0 457609.803174301 4999302.51487383
"1007" "06SS5T387PI" "06SS1T431PI" 1 6 474885.188994277 4982206.45805685 0 0 473178.106202472 4988820.59640302
"1008" "06SS5T387PI" "06SS1T945PI" 1 6 467776.732180068 4997631.12623471 0 0 473178.106202472 4988820.59640302
"1009" "06SS5T387PI" "06SS1T957PI" 1 6 475704.344712591 4982142.37892631 0 0 473178.106202472 4988820.59640302
"1010" "06SS5T387PI" "06SS5T388PI" 1 6 487580.776064807 4987557.45378708 0 0 473178.106202472 4988820.59640302
"1011" "06SS5T387PI" "06SS5T808PI" 1 6 478201.381707396 4980148.85305102 0 0 473178.106202472 4988820.59640302
"1012" "06SS5T387PI" "06SS3T244PI" 1 6 467345.006972964 4988054.83299263 0 0 473178.106202472 4988820.59640302
"1013" "10SS1N657PI" "06SS3F277PI" 1 1 479114.108718284 4952452.79352066 0 0 477028.020374954 4952860.48115139
"1014" "10SS1N737PI" "06SS2F738PI" 1 1 468226.154254832 4955398.94175585 0 0 469904.957417021 4950482.15723194
"1015" "10SS1N766PI" "10SS2N055PI" 1 1 507774.631277785 4948910.46285217 0 0 511733.978239304 4946042.33131292
"1016" "10SS1N768PI" "10SS3N343PI" 1 1 468924.873237916 4937512.22306987 0 0 466051.819133949 4938139.11006621
"1017" "10SS2N003PI" "10SS2N055PI" 1 1 507774.631277785 4948910.46285217 0 0 510515.268911086 4941718.22929633
"1018" "10SS2N009PI" "06SS3F344PI" 1 1 472742.782341428 4956444.85351484 0 0 478323.181606911 4947916.52532055
"1019" "10SS2N079PI" "06SS4T067PI" 1 2 464928.091242629 4960805.56868919 0 0 465819.531681656 4949273.06481536
"1020" "10SS2N079PI" "08SS4N066PI" 1 2 457467.940003804 4946811.05830269 0 0 465819.531681656 4949273.06481536
"1021" "10SS2N091PI" "08SS4N066PI" 1 1 457467.940003804 4946811.05830269 0 0 464321.684208082 4942031.72105911
"1022" "10SS2N096PI" "06SS3F713PI" 1 1 488336.687423051 4971880.87422061 0 0 492384.874526693 4960796.95985471
"1023" "10SS2N150PI" "10SS3N056PI" 1 1 496262.349131959 4951928.59080374 0 0 496783.345797896 4954055.64302293
"1024" "10SS2N237PI" "10SS2N376PI" 1 1 477187.833630604 4940881.42772386 0 0 482323.640226088 4937450.41266907
"1025" "10SS2N254PI" "06SS2D255PI" 1 2 492250.003299529 4974741.61353818 0 0 497836.585088982 4963442.98815561
"1026" "10SS2N254PI" "10SS1N253PI" 1 2 502612.82425439 4957311.03461011 0 0 497836.585088982 4963442.98815561
"1027" "10SS2N276PI" "06SS3F277PI" 1 3 479114.108718284 4952452.79352066 0 0 486766.588751299 4943724.15359484
"1028" "10SS2N276PI" "10SS2N329PI" 1 3 486184.613654214 4948666.26096392 0 0 486766.588751299 4943724.15359484
"1029" "10SS2N276PI" "10SS1N275PI" 1 3 489370.357994902 4937198.6898199 0 0 486766.588751299 4943724.15359484
"1030" "10SS2N329PI" "06SS3F277PI" 1 2 479114.108718284 4952452.79352066 0 0 486184.613654214 4948666.26096392
"1031" "10SS2N329PI" "10SS2N276PI" 1 2 486766.588751299 4943724.15359484 0 0 486184.613654214 4948666.26096392
"1032" "10SS2N353PI" "06SS3F713PI" 1 1 488336.687423051 4971880.87422061 0 0 492354.831120751 4964844.99093432
"1033" "10SS2N376PI" "06SS3F344PI" 1 2 472742.782341428 4956444.85351484 0 0 477187.833630604 4940881.42772386
"1034" "10SS2N376PI" "10SS2N237PI" 1 2 482323.640226088 4937450.41266907 0 0 477187.833630604 4940881.42772386
"1035" "10SS2N394PI" "10SS3N712PI" 1 1 487964.489959633 4959317.21151798 0 0 492554.985939919 4956841.72084103
"1036" "10SS2N457PI" "10SS3N186PI" 1 1 456168.132393868 4932093.92153109 0 0 460341.20180111 4931651.02288938
"1037" "10SS2N729PI" "10SS2N055PI" 1 1 507774.631277785 4948910.46285217 0 0 504036.702382792 4947029.44001526
"1038" "10SS2N735PI" "10SS3N711PI" 1 1 490395.867424733 4950431.53522554 0 0 497719.234073444 4948421.7003702
"1039" "10SS2N761PI" "10SS3N343PI" 1 1 468924.873237916 4937512.22306987 0 0 472920.145503655 4940540.72385767
"1040" "10SS2N787PI" "06SS3F277PI" 1 1 479114.108718284 4952452.79352066 0 0 480025.531834813 4954466.62168883
"1041" "08SS2N044PI" "08SS1N043PI" 1 3 427906.171042216 4921158.85428682 0 0 427861.192162316 4933374.5068878
"1042" "08SS2N044PI" "08SS1N049PI" 1 3 429368.899290734 4940675.98415057 0 0 427861.192162316 4933374.5068878
"1043" "08SS2N044PI" "08SS3N045PI" 1 3 435906.276197073 4946024.95536626 0 0 427861.192162316 4933374.5068878
"1044" "08SS2N071PI" "08SS2N109PI" 1 1 426214.256879696 4914379.42997482 0 0 424552.125075533 4918119.69207806
"1045" "08SS2N109PI" "08SS1N085PI" 1 4 426051.798368668 4916059.55612383 0 0 426214.256879696 4914379.42997482
"1046" "08SS2N109PI" "08SS2N071PI" 1 4 424552.125075533 4918119.69207806 0 0 426214.256879696 4914379.42997482
"1047" "08SS2N109PI" "08SS2N577PI" 1 4 426815.536090083 4911400.05450084 0 0 426214.256879696 4914379.42997482
"1048" "08SS2N109PI" "09SS3N801PI" 1 4 422664.717090784 4913200.19778549 0 0 426214.256879696 4914379.42997482
"1049" "08SS2N110PI" "05SS4N803PI" 1 1 420514.765565343 4950352.3646568 0 0 424755.472189837 4946588.40089867
"1050" "08SS2N495PI" "06SS4F802PI" 1 3 412936.893288412 4928800.7428567 0 0 417407.526554666 4931677.48734767
"1051" "08SS2N495PI" "08SS2N502PI" 1 3 421170.934496499 4934341.87122788 0 0 417407.526554666 4931677.48734767
"1052" "08SS2N495PI" "08SS2N733PI" 1 3 421522.512129833 4932303.75650599 0 0 417407.526554666 4931677.48734767
"1053" "08SS2N502PI" "08SS2N495PI" 1 1 417407.526554666 4931677.48734767 0 0 421170.934496499 4934341.87122788
"1054" "08SS2N573PI" "08SS3N187PI" 1 1 453588.526796106 4941090.45006406 0 0 455266.824798765 4941754.14109718
"1055" "08SS2N577PI" "08SS2N109PI" 1 1 426214.256879696 4914379.42997482 0 0 426815.536090083 4911400.05450084
"1056" "08SS2N796PI" "08SS2N797PI" 1 1 420527.80218713 4943634.98821215 0 0 419059.65913068 4943119.55782952
"1057" "08SS2N797PI" "08SS2N796PI" 1 2 419059.65913068 4943119.55782952 0 0 420527.80218713 4943634.98821215
"1058" "08SS2N797PI" "05SS4N803PI" 1 2 420514.765565343 4950352.3646568 0 0 420527.80218713 4943634.98821215
"1059" "08SS2N811PI" "08SS4N062PI" 1 1 441591.183002629 4942950.63759684 0 0 442612.533244136 4941470.04809894
"1060" "08SS2N826PI" "05SS3T046PI" 1 3 448682.286354538 4957276.45034409 0 0 434203.001598092 4953589.7274163
"1061" "08SS2N826PI" "08SS1N825PI" 1 3 429543.831931026 4948808.85606696 0 0 434203.001598092 4953589.7274163
"1062" "08SS2N826PI" "08SS3N045PI" 1 3 435906.276197073 4946024.95536626 0 0 434203.001598092 4953589.7274163
"1063" "08SS2N850PI" "08SS3N061PI" 1 2 432136.604489135 4927197.65378583 0 0 436875.808639312 4930705.30105464
"1064" "08SS2N850PI" "08SS4N062PI" 1 2 441591.183002629 4942950.63759684 0 0 436875.808639312 4930705.30105464
"1065" "08SS2N871PI" "08SS3N063PI" 1 2 445611.113937913 4930215.23509036 0 0 448431.763003085 4929668.2898091
"1066" "08SS2N871PI" "08SS3N064PI" 1 2 447635.000851835 4935567.09908492 0 0 448431.763003085 4929668.2898091
"1067" "08SS3N045PI" "05SS3T046PI" 1 5 448682.286354538 4957276.45034409 0 0 435906.276197073 4946024.95536626
"1068" "08SS3N045PI" "08SS1N049PI" 1 5 429368.899290734 4940675.98415057 0 0 435906.276197073 4946024.95536626
"1069" "08SS3N045PI" "08SS1N603PI" 1 5 434112.198623218 4948115.19626806 0 0 435906.276197073 4946024.95536626
"1070" "08SS3N045PI" "08SS2N044PI" 1 5 427861.192162316 4933374.5068878 0 0 435906.276197073 4946024.95536626
"1071" "08SS3N045PI" "08SS2N826PI" 1 5 434203.001598092 4953589.7274163 0 0 435906.276197073 4946024.95536626
"1072" "08SS3N061PI" "08SS2N850PI" 1 2 436875.808639312 4930705.30105464 0 0 432136.604489135 4927197.65378583
"1073" "08SS3N061PI" "08SS4N062PI" 1 2 441591.183002629 4942950.63759684 0 0 432136.604489135 4927197.65378583
"1074" "08SS3N063PI" "08SS2N871PI" 1 2 448431.763003085 4929668.2898091 0 0 445611.113937913 4930215.23509036
"1075" "08SS3N063PI" "08SS3N064PI" 1 2 447635.000851835 4935567.09908492 0 0 445611.113937913 4930215.23509036
"1076" "08SS3N064PI" "08SS1N357PI" 1 5 444806.191093831 4936448.05465006 0 0 447635.000851835 4935567.09908492
"1077" "08SS3N064PI" "08SS1N794PI" 1 5 449582.523004296 4935912.52162551 0 0 447635.000851835 4935567.09908492
"1078" "08SS3N064PI" "08SS2N871PI" 1 5 448431.763003085 4929668.2898091 0 0 447635.000851835 4935567.09908492
"1079" "08SS3N064PI" "08SS3N063PI" 1 5 445611.113937913 4930215.23509036 0 0 447635.000851835 4935567.09908492
"1080" "08SS3N064PI" "08SS3N065PI" 1 5 448711.507826091 4941636.84352316 0 0 447635.000851835 4935567.09908492
"1081" "08SS3N065PI" "08SS3N064PI" 1 3 447635.000851835 4935567.09908492 0 0 448711.507826091 4941636.84352316
"1082" "08SS3N065PI" "08SS4N062PI" 1 3 441591.183002629 4942950.63759684 0 0 448711.507826091 4941636.84352316
"1083" "08SS3N065PI" "08SS4N066PI" 1 3 457467.940003804 4946811.05830269 0 0 448711.507826091 4941636.84352316
"1084" "08SS4N062PI" "08SS1N403PI" 1 9 446371.070555153 4946006.62755466 0 0 441591.183002629 4942950.63759684
"1085" "08SS4N062PI" "08SS1N428PI" 1 9 437981.811408852 4936855.78289757 0 0 441591.183002629 4942950.63759684
"1086" "08SS4N062PI" "08SS1N454PI" 1 9 440387.681090512 4945565.05034887 0 0 441591.183002629 4942950.63759684
"1087" "08SS4N062PI" "08SS1N810PI" 1 9 439024.10627461 4938259.73543701 0 0 441591.183002629 4942950.63759684
"1088" "08SS4N062PI" "08SS2N811PI" 1 9 442612.533244136 4941470.04809894 0 0 441591.183002629 4942950.63759684
"1089" "08SS4N062PI" "08SS2N850PI" 1 9 436875.808639312 4930705.30105464 0 0 441591.183002629 4942950.63759684
"1090" "08SS4N062PI" "08SS3N061PI" 1 9 432136.604489135 4927197.65378583 0 0 441591.183002629 4942950.63759684
"1091" "08SS4N062PI" "08SS3N065PI" 1 9 448711.507826091 4941636.84352316 0 0 441591.183002629 4942950.63759684
"1092" "08SS4N062PI" "08SS4N066PI" 1 9 457467.940003804 4946811.05830269 0 0 441591.183002629 4942950.63759684
"1093" "08SS4N066PI" "08SS1N052PI" 1 10 453611.984570516 4948676.41857255 0 0 457467.940003804 4946811.05830269
"1094" "08SS4N066PI" "08SS1N305PI" 1 10 456982.448301211 4950069.3480819 0 0 457467.940003804 4946811.05830269
"1095" "08SS4N066PI" "08SS1N324PI" 1 10 450693.60258961 4947237.60199785 0 0 457467.940003804 4946811.05830269
"1096" "08SS4N066PI" "06SS4T067PI" 1 10 464928.091242629 4960805.56868919 0 0 457467.940003804 4946811.05830269
"1097" "08SS4N066PI" "10SS2N079PI" 1 10 465819.531681656 4949273.06481536 0 0 457467.940003804 4946811.05830269
"1098" "08SS4N066PI" "10SS2N091PI" 1 10 464321.684208082 4942031.72105911 0 0 457467.940003804 4946811.05830269
"1099" "08SS4N066PI" "08SS3N065PI" 1 10 448711.507826091 4941636.84352316 0 0 457467.940003804 4946811.05830269
"1100" "08SS4N066PI" "08SS4N062PI" 1 10 441591.183002629 4942950.63759684 0 0 457467.940003804 4946811.05830269
"1101" "08SS4N066PI" "10SS2N935PI" 1 10 460287.969923596 4940220.45750111 0 0 457467.940003804 4946811.05830269
"1102" "08SS4N066PI" "08SS3N187PI" 1 10 453588.526796106 4941090.45006406 0 0 457467.940003804 4946811.05830269
"1103" "09SS2N800PI" "04SS2N328PI" 1 4 400035.363589642 4888132.79467715 0 0 414880.533379148 4892385.31861704
"1104" "09SS2N800PI" "04SS2N799PI" 1 4 401613.556265824 4883235.5575746 0 0 414880.533379148 4892385.31861704
"1105" "09SS2N800PI" "08SS1N446PI" 1 4 424775.601746915 4903573.46247682 0 0 414880.533379148 4892385.31861704
"1106" "09SS2N800PI" "09SS3N801PI" 1 4 422664.717090784 4913200.19778549 0 0 414880.533379148 4892385.31861704
"1107" "09SS3N801PI" "04SS1N598PI" 1 6 419513.936771833 4916230.2593306 0 0 422664.717090784 4913200.19778549
"1108" "09SS3N801PI" "04SS3N148PI" 1 6 415248.112157469 4915863.1851082 0 0 422664.717090784 4913200.19778549
"1109" "09SS3N801PI" "08SS1N446PI" 1 6 424775.601746915 4903573.46247682 0 0 422664.717090784 4913200.19778549
"1110" "09SS3N801PI" "06SS4F802PI" 1 6 412936.893288412 4928800.7428567 0 0 422664.717090784 4913200.19778549
